"id","topic","word","beta","topic_probability"
8,3,"cover",0.00248199635534753,0.989616017813848
8,3,"repeat",0.00244164108031983,0.989616017813848
8,3,"fun",0.00230452523690626,0.989616017813848
8,3,"oxygen",0.00181206710416455,0.989616017813848
8,3,"lighted",0.001791715509359,0.989616017813848
8,3,"burnt",0.00159122369855567,0.989616017813848
8,3,"candles",0.00130309855947268,0.989616017813848
8,3,"candles",0.00130309855947268,0.989616017813848
8,3,"candles",0.00130309855947268,0.989616017813848
8,3,"eye",0.000875024605077887,0.989616017813848
8,3,"saucer",0.000613315390013114,0.989616017813848
8,3,"saucer",0.000613315390013114,0.989616017813848
8,3,"matchbox",0.000306657695006557,0.989616017813848
8,3,"meets",0.000306657695006557,0.989616017813848
8,3,"oxygen.html",0.000306657695006557,0.989616017813848
9,6,"balloon",0.068227371304876,0.989616017813848
9,6,"air",0.024535764105212,0.989616017813848
9,6,"experiment",0.00799170787623004,0.989616017813848
9,6,"inflate",0.00669884685379952,0.989616017813848
9,6,"inflate",0.00669884685379952,0.989616017813848
9,6,"balloons",0.00399202710433326,0.989616017813848
9,6,"balloons",0.00399202710433326,0.989616017813848
9,6,"balloons",0.00399202710433326,0.989616017813848
9,6,"tube",0.00347454163276398,0.989616017813848
9,6,"tube",0.00347454163276398,0.989616017813848
9,6,"fun",0.00303703440171257,0.989616017813848
9,6,"flask",0.00247513019545771,0.989616017813848
9,6,"blow",0.00238468619798528,0.989616017813848
9,6,"bottom",0.00216536556579763,0.989616017813848
9,6,"shut",0.00196647764864644,0.989616017813848
9,6,"cork",0.00178994552170075,0.989616017813848
9,6,"cork",0.00178994552170075,0.989616017813848
9,6,"cork",0.00178994552170075,0.989616017813848
9,6,"pressure",0.00172153128256449,0.989616017813848
9,6,"deflate",0.00143531523921445,0.989616017813848
9,6,"rubber",0.00131149939109721,0.989616017813848
9,6,"sucking",0.000982099169277345,0.989616017813848
9,6,"fix",0.000970808205865591,0.989616017813848
9,6,"fix",0.000970808205865591,0.989616017813848
9,6,"blowing",0.000867221687582085,0.989616017813848
9,6,"round",0.000730894645270003,0.989616017813848
9,6,"tubes",0.00038501734735367,0.989616017813848
9,6,"loosen",0.000362911560565074,0.989616017813848
9,6,"pressure.html",0.000362911560565074,0.989616017813848
10,2,"rocket",0.00130875020440835,0.869404007916383
10,2,"lauch",0.000262331352493302,0.869404007916383
11,11,"candle",0.0162072774202819,0.989249510640576
11,11,"light",0.0095087827292915,0.989249510640576
11,11,"flame",0.00623251595275148,0.989249510640576
11,11,"flame",0.00623251595275148,0.989249510640576
11,11,"orange",0.00588091119898206,0.989249510640576
11,11,"orange",0.00588091119898206,0.989249510640576
11,11,"burning",0.00587473064664043,0.989249510640576
11,11,"experiment",0.003624723770604,0.989249510640576
11,11,"experiment",0.003624723770604,0.989249510640576
11,11,"adult",0.00199259531920005,0.989249510640576
11,11,"close",0.0014241173379875,0.989249510640576
11,11,"press",0.001035674939334,0.989249510640576
